Sales_Order_No,Customer_ID,FG_Item_ID,Ordered_Qty,Unit_Price,Order_Date,Requested_Delivery_Date,Sales_Status
SO01107,CUST015,FG0053,102,67649,2025-11-02,2025-11-18,Shipped
SO01108,CUST066,FG0086,75,45000,2026-04-05,2026-04-10,Released
SO01109,CUST015,FG0008,165,55254,2026-04-22,2026-05-01,Released
SO01110,CUST034,FG0036,50,72407,2025-01-23,2025-02-05,Shipped
SO01111,CUST040,FG0074,44,37881,2025-03-17,2025-04-02,Released
SO01112,CUST080,FG0039,106,74721,2025-08-08,2025-08-28,Shipped
SO01113,CUST022,FG0003,49,39713,2025-09-24,2025-10-15,Released
SO01114,CUST092,FG0026,37,61489,2025-10-05,2025-10-26,Open
SO01115,CUST068,FG0029,158,52616,2026-06-09,2026-06-21,Released
SO01116,CUST010,FG0047,229,76041,2025-09-16,2025-09-29,Shipped
SO01117,CUST072,FG0077,259,58106,2025-04-05,2025-04-16,Released
SO01118,CUST008,FG0030,83,70844,2026-01-01,2026-01-18,Released
SO01119,CUST075,FG0052,206,36819,2025-07-23,2025-08-04,Open
SO01120,CUST090,FG0070,96,16174,2025-08-23,2025-09-03,Shipped
SO01121,CUST009,FG0006,187,43146,2025-10-03,2025-10-15,Shipped
SO01122,CUST034,FG0061,265,23508,2025-08-04,2025-08-21,Shipped
SO01123,CUST030,FG0010,126,78227,2026-01-04,2026-01-27,Open
SO01124,CUST083,FG0086,283,59198,2025-02-08,2025-02-20,Open
SO01125,CUST069,FG0074,22,45596,2026-03-03,2026-03-08,Open
SO01126,CUST051,FG0022,261,20973,2025-04-20,2025-05-04,Released
SO01127,CUST064,FG0014,218,74807,2025-01-20,2025-02-11,Released
SO01128,CUST008,FG0012,152,16966,2026-06-25,2026-07-05,Released
SO01129,CUST091,FG0019,127,55396,2026-01-01,2026-01-11,Shipped
SO01130,CUST065,FG0045,275,55156,2026-06-13,2026-06-26,Released
SO01131,CUST033,FG0098,67,60043,2025-12-30,2026-01-18,Shipped
SO01132,CUST027,FG0003,84,49026,2025-01-13,2025-02-05,Released
SO01133,CUST049,FG0069,258,24734,2026-01-24,2026-02-08,Open
SO01134,CUST082,FG0022,189,26179,2025-11-16,2025-12-10,Shipped
SO01135,CUST099,FG0086,57,14545,2026-01-16,2026-01-28,Released
SO01136,CUST100,FG0035,81,54602,2025-09-12,2025-09-26,Shipped
SO01137,CUST089,FG0073,20,57844,2026-04-04,2026-04-20,Open
SO01138,CUST096,FG0001,144,59451,2025-06-13,2025-06-26,Shipped
SO01139,CUST059,FG0017,291,68427,2025-11-30,2025-12-08,Released
SO01140,CUST007,FG0026,285,71146,2025-11-18,2025-12-02,Released
SO01141,CUST029,FG0026,23,61863,2026-03-02,2026-03-13,Shipped
SO01142,CUST064,FG0009,60,64431,2025-11-02,2025-11-23,Open
SO01143,CUST060,FG0004,229,29513,2025-08-18,2025-09-03,Shipped
SO01144,CUST054,FG0058,69,21221,2025-03-18,2025-03-23,Open
SO01145,CUST011,FG0064,145,46392,2025-11-28,2025-12-06,Open
SO01146,CUST026,FG0050,95,49408,2025-09-22,2025-10-17,Open
SO01147,CUST061,FG0042,91,43926,2026-02-24,2026-03-09,Shipped
SO01148,CUST038,FG0091,291,38041,2025-04-07,2025-04-29,Shipped
SO01149,CUST018,FG0020,299,37824,2025-09-04,2025-09-22,Open
SO01150,CUST083,FG0001,253,61767,2025-04-16,2025-04-24,Open
SO01151,CUST019,FG0075,177,54987,2025-12-04,2025-12-12,Open
SO01152,CUST086,FG0008,124,21423,2025-08-20,2025-08-29,Released
SO01153,CUST097,FG0054,87,75428,2025-09-07,2025-09-28,Shipped
SO01154,CUST045,FG0061,267,30364,2025-03-22,2025-03-27,Open
SO01155,CUST035,FG0025,167,46333,2026-06-08,2026-06-24,Open
SO01156,CUST017,FG0096,225,38186,2026-06-20,2026-07-06,Open
SO01157,CUST042,FG0011,55,36562,2025-04-30,2025-05-11,Released
SO01158,CUST007,FG0008,187,32141,2025-05-14,2025-05-25,Released
SO01159,CUST012,FG0022,123,53119,2025-12-25,2025-12-30,Open
SO01160,CUST081,FG0053,80,57239,2026-06-24,2026-07-05,Open
SO01161,CUST068,FG0089,69,25742,2025-01-13,2025-01-26,Open
SO01162,CUST044,FG0086,172,34011,2025-06-29,2025-07-13,Released
SO01163,CUST013,FG0064,121,79417,2026-05-06,2026-05-19,Open
SO01164,CUST059,FG0026,270,32049,2025-12-01,2025-12-26,Open
SO01165,CUST067,FG0021,17,36227,2025-09-29,2025-10-13,Released
SO01166,CUST087,FG0092,143,66447,2025-07-11,2025-08-02,Released
SO01167,CUST019,FG0018,224,70450,2026-03-11,2026-03-17,Shipped
SO01168,CUST056,FG0096,135,77175,2025-06-13,2025-07-01,Shipped
SO01169,CUST046,FG0033,167,12400,2025-07-26,2025-08-02,Released
SO01170,CUST019,FG0093,39,40539,2026-01-23,2026-02-01,Shipped
SO01171,CUST064,FG0036,170,78893,2025-12-26,2026-01-12,Shipped
SO01172,CUST009,FG0049,220,58470,2026-02-23,2026-03-02,Shipped
SO01173,CUST033,FG0084,151,17995,2026-04-05,2026-04-10,Shipped
SO01174,CUST096,FG0037,168,75680,2025-10-31,2025-11-16,Shipped
SO01175,CUST027,FG0068,134,30977,2026-02-25,2026-03-09,Open
SO01176,CUST088,FG0075,278,42921,2025-02-19,2025-03-11,Open
SO01177,CUST097,FG0096,16,66855,2026-05-21,2026-06-02,Open
SO01178,CUST010,FG0021,114,72089,2025-07-06,2025-07-25,Released
SO01179,CUST089,FG0031,30,36028,2025-04-11,2025-05-05,Open
SO01180,CUST035,FG0028,270,71203,2025-04-23,2025-05-05,Open
SO01181,CUST007,FG0072,126,58566,2025-12-13,2025-12-26,Open
SO01182,CUST082,FG0049,279,71107,2025-08-07,2025-08-15,Open
SO01183,CUST070,FG0048,62,65475,2026-01-28,2026-02-14,Open
SO01184,CUST098,FG0039,52,67181,2025-05-27,2025-06-18,Open
SO01185,CUST100,FG0034,38,40083,2025-11-29,2025-12-22,Open
SO01186,CUST009,FG0026,71,59561,2026-02-21,2026-03-13,Open
SO01187,CUST052,FG0021,194,26539,2025-10-15,2025-10-22,Open
SO01188,CUST014,FG0025,169,72910,2026-04-05,2026-04-16,Shipped
SO01189,CUST059,FG0098,229,25825,2025-03-31,2025-04-17,Shipped
SO01190,CUST064,FG0003,16,48447,2025-01-09,2025-01-16,Released
SO01191,CUST015,FG0007,250,63261,2025-08-16,2025-09-08,Released
SO01192,CUST079,FG0073,219,59977,2025-10-20,2025-10-29,Shipped
SO01193,CUST088,FG0038,215,59825,2025-07-03,2025-07-16,Open
SO01194,CUST054,FG0021,119,26013,2025-06-25,2025-07-12,Open
SO01195,CUST080,FG0049,101,25819,2025-07-15,2025-07-31,Shipped
SO01196,CUST070,FG0084,178,47042,2026-04-15,2026-04-26,Released
SO01197,CUST018,FG0080,274,24202,2025-11-20,2025-11-27,Open
SO01198,CUST034,FG0066,199,13816,2026-02-23,2026-03-20,Released
SO01199,CUST041,FG0021,268,12004,2025-08-20,2025-09-13,Shipped
SO01200,CUST006,FG0084,173,33137,2025-09-01,2025-09-17,Open
SO01201,CUST073,FG0056,185,58224,2025-10-16,2025-11-05,Shipped
SO01202,CUST028,FG0026,179,72608,2026-03-27,2026-04-20,Shipped
SO01203,CUST070,FG0080,248,40696,2026-01-03,2026-01-28,Released
SO01204,CUST086,FG0080,219,78842,2025-06-16,2025-06-28,Released
SO01205,CUST079,FG0093,13,62303,2026-01-04,2026-01-29,Shipped
SO01206,CUST064,FG0049,143,39199,2025-09-02,2025-09-21,Shipped
SO01207,CUST062,FG0019,278,31396,2026-03-31,2026-04-23,Shipped
SO01208,CUST014,FG0022,112,41869,2025-07-08,2025-07-31,Open
SO01209,CUST045,FG0060,101,26380,2025-02-22,2025-02-28,Released
SO01210,CUST079,FG0073,172,55744,2026-03-20,2026-04-14,Shipped
SO01211,CUST046,FG0039,123,50828,2026-06-12,2026-06-24,Open
SO01212,CUST034,FG0085,49,22900,2025-04-10,2025-05-03,Open
SO01213,CUST049,FG0050,34,15993,2026-05-13,2026-05-27,Open
SO01214,CUST060,FG0030,211,75474,2025-02-02,2025-02-09,Released
SO01215,CUST056,FG0011,245,69387,2025-09-15,2025-09-25,Released
SO01216,CUST091,FG0084,58,67783,2025-01-06,2025-01-12,Released
SO01217,CUST029,FG0059,224,50559,2025-06-03,2025-06-19,Open
SO01218,CUST014,FG0047,296,42813,2025-02-02,2025-02-24,Shipped
SO01219,CUST098,FG0052,128,52490,2026-05-11,2026-06-02,Open
SO01220,CUST033,FG0082,223,59525,2025-09-01,2025-09-17,Shipped
SO01221,CUST080,FG0100,178,38419,2025-01-30,2025-02-22,Open
SO01222,CUST069,FG0017,241,16954,2026-05-14,2026-05-28,Open
SO01223,CUST047,FG0018,144,71757,2025-07-29,2025-08-04,Shipped
SO01224,CUST073,FG0087,173,67399,2026-05-16,2026-06-08,Released
SO01225,CUST055,FG0058,212,35190,2025-03-08,2025-03-17,Open
SO01226,CUST047,FG0027,174,50700,2025-12-08,2025-12-13,Released
SO01227,CUST007,FG0088,108,18929,2026-01-10,2026-01-16,Released
SO01228,CUST037,FG0092,244,47898,2025-12-29,2026-01-14,Open
SO01229,CUST044,FG0047,155,51397,2025-12-28,2026-01-15,Released
SO01230,CUST083,FG0054,22,44410,2026-01-15,2026-01-25,Open
SO01231,CUST026,FG0055,31,18714,2026-01-08,2026-01-29,Open
SO01232,CUST092,FG0040,77,64617,2026-03-14,2026-04-02,Shipped
SO01233,CUST039,FG0012,251,29384,2025-06-23,2025-06-30,Shipped
SO01234,CUST007,FG0077,58,31958,2025-11-09,2025-11-30,Released
SO01235,CUST023,FG0038,14,32500,2025-10-17,2025-10-23,Shipped
SO01236,CUST039,FG0077,214,40172,2026-04-13,2026-04-27,Shipped
SO01237,CUST076,FG0100,163,32227,2025-01-31,2025-02-10,Released
SO01238,CUST063,FG0078,190,22764,2025-12-21,2026-01-14,Shipped
SO01239,CUST046,FG0056,210,14282,2025-03-27,2025-04-17,Released
SO01240,CUST096,FG0088,17,76526,2025-11-16,2025-12-05,Shipped
SO01241,CUST072,FG0080,270,18656,2026-01-19,2026-01-27,Open
SO01242,CUST037,FG0007,247,74503,2026-05-28,2026-06-14,Open
SO01243,CUST009,FG0026,235,55490,2026-02-25,2026-03-20,Released
SO01244,CUST044,FG0098,198,24902,2026-01-16,2026-01-25,Shipped
SO01245,CUST071,FG0086,288,25863,2025-02-01,2025-02-13,Released
SO01246,CUST051,FG0077,249,56493,2025-03-14,2025-04-03,Open
SO01247,CUST022,FG0036,104,10202,2025-08-30,2025-09-04,Open
SO01248,CUST076,FG0033,47,45822,2025-11-13,2025-11-22,Released
SO01249,CUST033,FG0010,50,65046,2025-04-10,2025-04-24,Released
SO01250,CUST006,FG0056,261,65968,2025-12-28,2026-01-15,Shipped
SO01251,CUST083,FG0006,77,54329,2026-03-09,2026-03-20,Open
SO01252,CUST058,FG0022,142,52515,2025-06-02,2025-06-14,Released
SO01253,CUST048,FG0097,100,46236,2026-04-18,2026-05-01,Released
SO01254,CUST035,FG0026,99,34884,2026-01-19,2026-02-06,Open
SO01255,CUST008,FG0016,186,56729,2025-04-16,2025-05-04,Released
SO01256,CUST013,FG0062,192,71529,2025-06-07,2025-06-25,Open
SO01257,CUST025,FG0018,130,21742,2026-04-08,2026-04-25,Open
SO01258,CUST025,FG0034,218,60846,2025-05-07,2025-05-30,Released
SO01259,CUST033,FG0071,107,40013,2025-12-16,2025-12-27,Shipped
SO01260,CUST088,FG0096,273,68743,2026-01-13,2026-01-19,Released
SO01261,CUST041,FG0053,132,58750,2025-10-30,2025-11-16,Released
SO01262,CUST002,FG0004,146,47676,2025-05-14,2025-06-06,Open
SO01263,CUST079,FG0050,197,57053,2025-07-09,2025-07-14,Released
SO01264,CUST006,FG0052,213,77462,2025-05-31,2025-06-24,Released
SO01265,CUST051,FG0031,281,23297,2025-05-22,2025-06-02,Open
SO01266,CUST022,FG0096,173,23105,2025-10-09,2025-10-16,Released
SO01267,CUST019,FG0041,225,79022,2025-06-07,2025-06-23,Released
SO01268,CUST092,FG0054,203,36582,2026-01-04,2026-01-20,Released
SO01269,CUST007,FG0011,92,53466,2025-04-12,2025-04-23,Released
SO01270,CUST067,FG0033,53,25512,2025-01-21,2025-02-04,Shipped
SO01271,CUST082,FG0015,127,26377,2026-02-27,2026-03-20,Shipped
SO01272,CUST083,FG0003,216,52724,2026-03-31,2026-04-18,Released
SO01273,CUST078,FG0019,272,10462,2025-09-12,2025-09-21,Open
SO01274,CUST012,FG0051,12,31987,2025-06-05,2025-06-10,Shipped
SO01275,CUST057,FG0012,225,77176,2025-11-29,2025-12-09,Open
SO01276,CUST040,FG0007,106,26870,2025-12-03,2025-12-27,Shipped
SO01277,CUST010,FG0056,145,14877,2025-11-01,2025-11-24,Open
SO01278,CUST053,FG0039,181,12649,2025-12-21,2026-01-11,Released
SO01279,CUST037,FG0083,242,75495,2025-07-18,2025-07-30,Open
SO01280,CUST022,FG0083,132,36500,2025-10-18,2025-11-01,Open
SO01281,CUST009,FG0015,224,34741,2026-04-05,2026-04-25,Shipped
SO01282,CUST049,FG0050,122,24278,2025-02-02,2025-02-07,Released
SO01283,CUST059,FG0093,295,21145,2026-01-23,2026-02-07,Open
SO01284,CUST024,FG0063,202,75615,2025-05-06,2025-05-16,Open
SO01285,CUST030,FG0064,112,33249,2025-04-28,2025-05-07,Shipped
SO01286,CUST092,FG0071,295,28359,2025-02-17,2025-03-09,Released
SO01287,CUST099,FG0025,11,49426,2025-11-20,2025-12-05,Released
SO01288,CUST009,FG0057,197,26814,2025-09-09,2025-09-14,Open
SO01289,CUST021,FG0041,77,65340,2026-06-20,2026-07-10,Released
SO01290,CUST060,FG0092,167,27408,2025-06-28,2025-07-16,Shipped
SO01291,CUST067,FG0002,69,44442,2026-02-05,2026-02-26,Released
SO01292,CUST028,FG0031,67,61467,2025-02-28,2025-03-08,Open
SO01293,CUST017,FG0001,145,60916,2025-06-29,2025-07-04,Open
SO01294,CUST022,FG0087,257,14454,2025-06-09,2025-06-27,Shipped
SO01295,CUST087,FG0029,162,58511,2025-03-24,2025-04-16,Shipped
SO01296,CUST048,FG0038,134,21345,2025-06-15,2025-07-10,Open
SO01297,CUST100,FG0007,37,33319,2025-06-05,2025-06-30,Open
SO01298,CUST093,FG0043,178,59111,2026-02-10,2026-02-25,Shipped
SO01299,CUST074,FG0056,150,26705,2025-05-23,2025-06-08,Released
SO01300,CUST095,FG0032,150,57230,2025-05-11,2025-05-24,Released
SO01301,CUST044,FG0088,75,76369,2025-10-10,2025-10-19,Released
SO01302,CUST005,FG0091,270,78565,2026-05-23,2026-06-07,Open
SO01303,CUST025,FG0094,238,72444,2026-01-01,2026-01-10,Released
SO01304,CUST071,FG0065,68,42280,2025-12-30,2026-01-15,Shipped
SO01305,CUST044,FG0011,138,58947,2026-01-26,2026-02-08,Open
SO01306,CUST021,FG0012,33,70263,2025-02-19,2025-03-05,Open
SO01307,CUST016,FG0068,298,11138,2025-05-10,2025-05-25,Released
SO01308,CUST051,FG0047,221,13604,2025-05-26,2025-06-17,Released
SO01309,CUST030,FG0092,104,23774,2025-06-06,2025-06-16,Shipped
SO01310,CUST045,FG0069,37,61210,2026-01-06,2026-01-15,Shipped
SO01311,CUST010,FG0072,64,63965,2025-11-28,2025-12-22,Shipped
SO01312,CUST090,FG0081,271,78978,2026-06-22,2026-07-09,Released
SO01313,CUST012,FG0076,63,44132,2025-04-12,2025-04-17,Shipped
SO01314,CUST030,FG0085,223,51703,2025-07-11,2025-07-25,Released
SO01315,CUST092,FG0067,139,79186,2025-12-27,2026-01-08,Open
SO01316,CUST043,FG0043,142,67537,2026-01-05,2026-01-16,Open
SO01317,CUST017,FG0015,74,49925,2025-04-21,2025-04-27,Released
SO01318,CUST055,FG0091,295,55483,2026-06-15,2026-07-09,Shipped
SO01319,CUST041,FG0097,11,57978,2025-10-18,2025-10-27,Shipped
SO01320,CUST065,FG0012,16,24702,2026-04-13,2026-05-05,Open
SO01321,CUST041,FG0085,83,23656,2026-06-13,2026-06-18,Released
SO01322,CUST037,FG0015,153,23794,2025-11-02,2025-11-27,Released
SO01323,CUST036,FG0040,121,54441,2026-05-02,2026-05-14,Open
SO01324,CUST058,FG0009,61,42677,2025-04-09,2025-04-20,Open
SO01325,CUST001,FG0053,259,72494,2026-06-08,2026-06-27,Shipped
SO01326,CUST029,FG0069,51,69542,2025-01-27,2025-02-18,Released
SO01327,CUST079,FG0026,77,64945,2026-02-20,2026-03-17,Open
SO01328,CUST001,FG0054,219,61770,2025-04-01,2025-04-19,Released
SO01329,CUST045,FG0058,229,24786,2025-09-20,2025-09-29,Open
SO01330,CUST063,FG0095,65,52223,2025-01-26,2025-02-15,Shipped
SO01331,CUST066,FG0095,264,12418,2025-06-19,2025-06-29,Released
SO01332,CUST006,FG0019,202,65370,2026-01-06,2026-01-24,Shipped
SO01333,CUST094,FG0071,203,54975,2025-04-12,2025-05-01,Open
SO01334,CUST061,FG0053,49,75914,2025-02-04,2025-02-15,Open
SO01335,CUST065,FG0083,269,30110,2025-10-01,2025-10-16,Released
SO01336,CUST035,FG0005,47,24293,2026-04-19,2026-05-05,Released
SO01337,CUST042,FG0003,261,44518,2025-12-17,2026-01-04,Shipped
SO01338,CUST080,FG0076,253,42249,2026-03-14,2026-03-21,Open
SO01339,CUST057,FG0047,162,75992,2026-03-04,2026-03-28,Shipped
SO01340,CUST023,FG0087,20,15596,2025-08-18,2025-09-02,Released
SO01341,CUST029,FG0037,74,13034,2026-06-10,2026-06-26,Open
SO01342,CUST072,FG0094,238,35941,2026-04-27,2026-05-22,Open
SO01343,CUST093,FG0012,191,77295,2025-10-15,2025-10-23,Released
SO01344,CUST093,FG0068,244,35202,2025-07-22,2025-08-01,Released
SO01345,CUST041,FG0005,175,14232,2025-09-03,2025-09-21,Shipped
SO01346,CUST062,FG0082,151,71982,2025-02-23,2025-03-17,Shipped
SO01347,CUST002,FG0065,164,78142,2025-02-15,2025-03-02,Open
SO01348,CUST072,FG0085,288,39395,2026-02-14,2026-02-19,Shipped
SO01349,CUST078,FG0007,149,65987,2025-06-21,2025-07-09,Open
SO01350,CUST045,FG0025,271,39452,2025-10-13,2025-11-02,Shipped
SO01351,CUST021,FG0073,72,14804,2026-02-06,2026-02-25,Open
SO01352,CUST089,FG0048,48,25082,2025-08-25,2025-08-30,Shipped
SO01353,CUST093,FG0013,22,52442,2025-07-21,2025-07-27,Shipped
SO01354,CUST017,FG0004,32,70520,2025-12-01,2025-12-23,Shipped
SO01355,CUST024,FG0080,174,15893,2025-07-29,2025-08-07,Open
SO01356,CUST022,FG0092,49,32791,2026-02-25,2026-03-06,Released
SO01357,CUST098,FG0067,226,64671,2025-04-13,2025-04-25,Released
SO01358,CUST023,FG0064,28,38285,2026-05-16,2026-06-06,Shipped
SO01359,CUST033,FG0072,292,58988,2025-10-29,2025-11-14,Open
SO01360,CUST082,FG0021,10,20487,2025-09-20,2025-10-01,Released
SO01361,CUST015,FG0002,244,45217,2025-10-05,2025-10-14,Released
SO01362,CUST036,FG0011,182,72790,2026-04-09,2026-04-28,Released
SO01363,CUST006,FG0037,275,73066,2026-02-21,2026-03-06,Shipped
SO01364,CUST088,FG0074,128,70399,2025-09-27,2025-10-18,Open
SO01365,CUST096,FG0001,245,51382,2026-04-02,2026-04-19,Open
SO01366,CUST049,FG0070,137,39876,2025-05-09,2025-06-03,Released
SO01367,CUST077,FG0057,250,40552,2025-07-09,2025-07-19,Shipped
SO01368,CUST091,FG0052,50,15113,2025-04-29,2025-05-24,Shipped
SO01369,CUST055,FG0074,91,34287,2025-11-23,2025-11-28,Released
SO01370,CUST095,FG0095,64,11392,2026-02-20,2026-03-06,Open
SO01371,CUST096,FG0034,79,12119,2025-09-05,2025-09-16,Released
SO01372,CUST042,FG0097,214,47279,2025-02-10,2025-02-19,Open
SO01373,CUST008,FG0043,14,76381,2025-08-12,2025-08-22,Shipped
SO01374,CUST078,FG0058,35,34529,2025-11-23,2025-12-08,Released
SO01375,CUST002,FG0091,293,50903,2025-06-10,2025-06-30,Released
SO01376,CUST049,FG0032,213,50311,2025-03-07,2025-03-16,Open
SO01377,CUST029,FG0015,283,68279,2025-12-03,2025-12-28,Open
SO01378,CUST076,FG0095,206,70014,2025-08-25,2025-09-01,Shipped
SO01379,CUST095,FG0003,159,41092,2025-08-06,2025-08-23,Released
SO01380,CUST039,FG0027,63,29067,2025-03-07,2025-03-31,Open
SO01381,CUST014,FG0042,216,50912,2026-04-14,2026-05-03,Released
SO01382,CUST025,FG0064,166,69083,2025-10-14,2025-10-27,Released
SO01383,CUST022,FG0097,189,67611,2025-01-20,2025-01-30,Open
SO01384,CUST079,FG0064,99,38686,2026-06-16,2026-06-22,Shipped
SO01385,CUST006,FG0014,121,25005,2026-06-13,2026-06-30,Released
SO01386,CUST070,FG0051,288,70532,2025-01-12,2025-01-21,Shipped
SO01387,CUST009,FG0031,88,16070,2025-08-18,2025-08-27,Open
SO01388,CUST003,FG0027,198,44891,2025-02-23,2025-03-18,Released
SO01389,CUST061,FG0039,22,24371,2025-02-15,2025-02-21,Released
SO01390,CUST091,FG0059,204,77110,2025-03-12,2025-03-21,Shipped
SO01391,CUST029,FG0089,276,52837,2025-01-23,2025-02-04,Open
SO01392,CUST047,FG0079,231,51847,2025-07-17,2025-07-29,Shipped
SO01393,CUST024,FG0094,21,61395,2025-08-25,2025-09-07,Shipped
SO01394,CUST081,FG0098,183,55166,2026-02-01,2026-02-15,Released
SO01395,CUST043,FG0058,267,57093,2026-05-10,2026-05-30,Shipped
SO01396,CUST067,FG0056,149,49794,2025-05-10,2025-05-17,Open
SO01397,CUST063,FG0060,103,22567,2026-01-29,2026-02-03,Released
SO01398,CUST025,FG0016,245,57747,2026-05-29,2026-06-06,Released
SO01399,CUST093,FG0058,144,76248,2025-03-02,2025-03-20,Released
SO01400,CUST091,FG0087,69,10618,2025-06-09,2025-06-26,Released
SO01401,CUST016,FG0017,114,73358,2026-03-07,2026-03-12,Open
SO01402,CUST069,FG0080,153,20770,2025-09-03,2025-09-08,Released
SO01403,CUST011,FG0034,29,31339,2025-06-27,2025-07-14,Open
SO01404,CUST035,FG0024,278,17803,2025-02-06,2025-02-14,Released
SO01405,CUST063,FG0037,198,79777,2025-11-24,2025-12-19,Released
SO01406,CUST020,FG0070,34,66553,2025-05-29,2025-06-18,Open
SO01407,CUST060,FG0041,52,31524,2025-05-16,2025-05-27,Shipped
SO01408,CUST030,FG0049,290,26132,2026-04-09,2026-05-02,Shipped
SO01409,CUST095,FG0094,189,78478,2025-09-30,2025-10-13,Shipped
SO01410,CUST094,FG0001,45,65998,2025-11-04,2025-11-23,Shipped
SO01411,CUST004,FG0003,230,33568,2026-02-20,2026-03-15,Shipped
SO01412,CUST014,FG0085,116,59010,2026-04-30,2026-05-21,Shipped
SO01413,CUST007,FG0033,230,40515,2025-11-15,2025-11-28,Shipped
SO01414,CUST047,FG0012,175,60778,2025-12-14,2025-12-26,Open
SO01415,CUST039,FG0083,41,34934,2025-12-13,2026-01-07,Released
SO01416,CUST069,FG0061,262,39215,2025-03-31,2025-04-21,Released
SO01417,CUST079,FG0091,218,48161,2025-09-15,2025-10-04,Shipped
SO01418,CUST015,FG0051,136,77861,2026-05-16,2026-05-24,Shipped
SO01419,CUST001,FG0084,132,32548,2025-01-06,2025-01-26,Released
SO01420,CUST002,FG0071,241,51137,2025-04-19,2025-05-13,Released
SO01421,CUST021,FG0018,297,79251,2025-11-18,2025-12-10,Open
SO01422,CUST079,FG0067,229,66725,2025-03-26,2025-04-17,Released
SO01423,CUST004,FG0031,174,51926,2025-11-07,2025-11-15,Released
SO01424,CUST074,FG0012,209,76845,2025-09-09,2025-09-17,Released
SO01425,CUST045,FG0078,163,46633,2025-03-30,2025-04-11,Released
SO01426,CUST081,FG0080,20,77412,2025-10-29,2025-11-18,Shipped
SO01427,CUST098,FG0026,147,19562,2025-09-27,2025-10-21,Shipped
SO01428,CUST089,FG0068,59,45034,2025-12-04,2025-12-17,Released
SO01429,CUST029,FG0070,292,60151,2026-04-21,2026-04-30,Released
SO01430,CUST017,FG0078,173,16419,2025-10-15,2025-10-24,Shipped
SO01431,CUST028,FG0079,264,44306,2025-07-16,2025-08-06,Shipped
SO01432,CUST064,FG0024,72,47237,2025-01-20,2025-01-29,Shipped
SO01433,CUST083,FG0067,171,19520,2025-07-26,2025-08-17,Open
SO01434,CUST028,FG0015,29,30242,2025-12-24,2026-01-02,Shipped
SO01435,CUST088,FG0024,119,11800,2026-04-26,2026-05-08,Shipped
SO01436,CUST025,FG0089,122,18573,2025-02-06,2025-02-14,Open
SO01437,CUST013,FG0086,205,31102,2025-04-03,2025-04-19,Shipped
SO01438,CUST061,FG0029,68,33434,2025-06-17,2025-07-09,Released
SO01439,CUST082,FG0020,118,73857,2025-10-09,2025-10-24,Open
SO01440,CUST037,FG0014,269,55150,2025-10-07,2025-10-18,Open
SO01441,CUST004,FG0038,88,57024,2025-11-22,2025-12-02,Released
SO01442,CUST080,FG0022,213,66588,2025-01-24,2025-02-14,Released
SO01443,CUST032,FG0009,142,79161,2025-07-29,2025-08-07,Shipped
SO01444,CUST029,FG0067,59,31324,2025-05-25,2025-06-09,Shipped
SO01445,CUST061,FG0006,66,75728,2025-07-14,2025-07-28,Shipped
SO01446,CUST080,FG0038,98,41210,2025-10-04,2025-10-12,Open
SO01447,CUST060,FG0016,239,61709,2025-12-21,2026-01-10,Shipped
SO01448,CUST013,FG0092,84,30088,2025-12-28,2026-01-05,Shipped
SO01449,CUST065,FG0067,187,30503,2026-03-07,2026-03-29,Shipped
SO01450,CUST034,FG0062,181,36175,2025-06-21,2025-06-27,Open
SO01451,CUST008,FG0055,138,28854,2026-06-17,2026-06-30,Shipped
SO01452,CUST053,FG0019,195,23623,2025-10-24,2025-11-04,Shipped
SO01453,CUST046,FG0001,235,24279,2026-05-24,2026-06-02,Open
SO01454,CUST045,FG0073,19,71228,2026-04-03,2026-04-18,Open
SO01455,CUST095,FG0059,22,58577,2025-03-27,2025-04-03,Shipped
SO01456,CUST022,FG0011,289,13308,2025-08-10,2025-08-29,Released
SO01457,CUST015,FG0075,234,73517,2025-11-07,2025-11-21,Open
SO01458,CUST071,FG0046,285,13276,2025-03-28,2025-04-15,Open
SO01459,CUST098,FG0023,292,53965,2026-03-22,2026-03-29,Released
SO01460,CUST046,FG0039,135,61451,2025-02-16,2025-03-11,Released
SO01461,CUST025,FG0098,258,18264,2025-10-25,2025-11-03,Released
SO01462,CUST069,FG0034,270,62991,2026-04-08,2026-04-22,Shipped
SO01463,CUST044,FG0056,87,22798,2026-03-17,2026-03-27,Released
SO01464,CUST030,FG0088,86,31285,2025-02-15,2025-03-02,Shipped
SO01465,CUST039,FG0062,33,20109,2025-07-27,2025-08-16,Shipped
SO01466,CUST089,FG0089,198,60279,2026-02-27,2026-03-10,Open
SO01467,CUST030,FG0094,113,63259,2025-08-26,2025-08-31,Shipped
SO01468,CUST068,FG0080,236,66368,2026-03-23,2026-04-15,Shipped
SO01469,CUST093,FG0083,181,67623,2025-11-09,2025-11-19,Shipped
SO01470,CUST048,FG0091,203,13043,2026-01-31,2026-02-11,Released
SO01471,CUST041,FG0099,36,53578,2026-01-21,2026-01-31,Shipped
SO01472,CUST076,FG0073,167,49245,2025-02-09,2025-02-17,Open
SO01473,CUST012,FG0016,199,28235,2025-07-24,2025-08-08,Shipped
SO01474,CUST073,FG0032,284,31722,2026-04-22,2026-05-04,Open
SO01475,CUST047,FG0096,104,31831,2026-04-30,2026-05-15,Shipped
