Prod_Order_No,Component_Item_ID,Required_Qty,Available_Qty,Shortage_Qty
MO01188,RM0134,242,150,92
MO01188,RM0153,484,302,182
MO01188,RM0485,242,138,104
MO01188,RM0315,726,100,626
MO01189,RM0279,1424,948,476
MO01189,RM0236,1068,531,537
MO01189,RM0464,356,276,80
MO01189,RM0233,1780,496,1284
MO01190,RM0129,1498,1278,220
MO01190,RM0190,428,194,234
MO01190,RM0471,1498,237,1261
MO01190,RM0448,856,297,559
MO01190,RM0103,856,271,585
MO01190,RM0229,642,219,423
MO01190,RM0151,1070,242,828
MO01191,RM0367,21,19,2
MO01191,RM0389,147,119,28
MO01191,RM0232,105,6,99
MO01191,RM0400,147,141,6
MO01191,RM0429,42,21,21
MO01191,RM0143,21,10,11
MO01192,RM0126,155,15,140
MO01192,RM0302,248,15,233
MO01192,RM0107,62,10,52
MO01192,RM0345,248,107,141
MO01192,RM0445,217,106,111
MO01193,RM0466,1600,1474,126
MO01193,RM0482,1200,95,1105
MO01193,RM0342,1200,961,239
MO01193,RM0172,1400,816,584
MO01193,RM0130,400,332,68
MO01194,RM0269,110,85,25
MO01194,RM0277,154,43,111
MO01194,RM0376,22,19,3
MO01194,RM0101,88,62,26
MO01194,RM0121,22,7,15
MO01194,RM0314,110,74,36
MO01194,RM0219,88,21,67
MO01195,RM0290,1524,427,1097
MO01195,RM0193,3048,2863,185
MO01195,RM0271,762,477,285
MO01195,RM0315,2667,1861,806
MO01196,RM0424,2010,1481,529
MO01196,RM0381,2345,349,1996
MO01196,RM0299,1005,801,204
MO01196,RM0422,1340,334,1006
MO01197,RM0369,294,153,141
MO01197,RM0376,294,156,138
MO01197,RM0252,343,324,19
MO01197,RM0239,98,38,60
MO01198,RM0382,2416,2052,364
MO01198,RM0107,1208,990,218
MO01198,RM0143,906,754,152
MO01198,RM0269,1812,1645,167
MO01198,RM0243,906,85,821
MO01198,RM0284,2416,146,2270
MO01198,RM0356,604,82,522
MO01198,RM0319,906,51,855
MO01199,RM0141,1856,5,1851
MO01199,RM0130,1392,1244,148
MO01199,RM0419,464,323,141
MO01199,RM0275,1624,1134,490
MO01199,RM0302,1392,763,629
MO01200,RM0103,675,13,662
MO01200,RM0393,135,36,99
MO01200,RM0237,1080,92,988
MO01200,RM0203,675,584,91
MO01200,RM0102,135,67,68
MO01200,RM0177,540,459,81
MO01201,RM0410,710,440,270
MO01201,RM0470,852,337,515
MO01201,RM0457,284,56,228
MO01201,RM0319,568,409,159
MO01201,RM0110,994,615,379
MO01201,RM0246,568,492,76
MO01201,RM0426,426,387,39
MO01202,RM0219,539,494,45
MO01202,RM0131,616,468,148
MO01202,RM0184,385,163,222
MO01202,RM0224,616,337,279
MO01202,RM0340,539,464,75
MO01202,RM0403,77,31,46
MO01202,RM0232,308,308,0
MO01203,RM0381,1911,172,1739
MO01203,RM0277,546,232,314
MO01203,RM0112,2184,1751,433
MO01203,RM0352,546,273,273
MO01203,RM0191,1638,154,1484
MO01203,RM0255,273,132,141
MO01203,RM0325,1092,987,105
MO01204,RM0384,324,12,312
MO01204,RM0156,162,9,153
MO01204,RM0102,216,108,108
MO01204,RM0307,270,162,108
MO01204,RM0101,216,184,32
MO01204,RM0278,324,36,288
MO01204,RM0468,162,112,50
MO01205,RM0140,489,212,277
MO01205,RM0320,163,77,86
MO01205,RM0457,1141,735,406
MO01205,RM0184,1141,467,674
MO01205,RM0368,326,292,34
MO01205,RM0285,326,95,231
MO01206,RM0396,1644,1426,218
MO01206,RM0267,1918,310,1608
MO01206,RM0131,1370,1,1369
MO01206,RM0296,1096,248,848
MO01206,RM0392,1370,488,882
MO01207,RM0171,692,338,354
MO01207,RM0397,2768,1513,1255
MO01207,RM0363,2768,2612,156
MO01207,RM0109,2422,1095,1327
MO01207,RM0168,2076,1495,581
MO01207,RM0120,2768,2719,49
MO01207,RM0456,1730,1266,464
MO01207,RM0125,346,185,161
MO01208,RM0393,312,301,11
MO01208,RM0492,936,48,888
MO01208,RM0153,2496,2255,241
MO01208,RM0121,312,212,100
MO01208,RM0407,2184,1610,574
MO01208,RM0359,1248,131,1117
MO01208,RM0198,2496,2190,306
MO01209,RM0258,532,96,436
MO01209,RM0151,456,364,92
MO01209,RM0369,456,52,404
MO01209,RM0114,152,97,55
MO01209,RM0215,608,526,82
MO01209,RM0289,532,77,455
MO01210,RM0120,712,11,701
MO01210,RM0486,178,168,10
MO01210,RM0462,356,11,345
MO01210,RM0393,890,799,91
MO01210,RM0153,1424,1268,156
MO01211,RM0382,3032,860,2172
MO01211,RM0107,1516,625,891
MO01211,RM0143,1137,771,366
MO01211,RM0269,2274,1019,1255
MO01211,RM0243,1137,65,1072
MO01211,RM0284,3032,764,2268
MO01211,RM0356,758,639,119
MO01211,RM0319,1137,441,696
MO01212,RM0363,585,534,51
MO01212,RM0341,117,4,113
MO01212,RM0205,351,136,215
MO01212,RM0356,234,52,182
MO01212,RM0238,351,245,106
MO01212,RM0325,234,164,70
MO01212,RM0445,702,30,672
MO01213,RM0215,845,242,603
MO01213,RM0202,1014,131,883
MO01213,RM0139,1014,547,467
MO01213,RM0404,845,0,845
MO01213,RM0331,169,96,73
MO01213,RM0157,1352,977,375
MO01213,RM0152,338,121,217
MO01213,RM0147,507,342,165
MO01214,RM0446,1450,1131,319
MO01214,RM0164,1740,1063,677
MO01214,RM0184,1160,9,1151
MO01214,RM0112,1160,441,719
MO01214,RM0300,1740,778,962
MO01215,RM0407,363,224,139
MO01215,RM0500,968,374,594
MO01215,RM0345,121,28,93
MO01215,RM0215,484,118,366
MO01215,RM0340,363,117,246
MO01215,RM0376,726,18,708
MO01216,RM0193,700,473,227
MO01216,RM0218,350,157,193
MO01216,RM0339,1400,492,908
MO01216,RM0456,1400,738,662
MO01216,RM0316,875,55,820
MO01216,RM0386,350,322,28
MO01217,RM0374,1312,731,581
MO01217,RM0444,984,404,580
MO01217,RM0117,656,337,319
MO01217,RM0458,656,189,467
MO01217,RM0210,656,527,129
MO01217,RM0153,1640,789,851
MO01218,RM0269,1225,1154,71
MO01218,RM0277,1715,1091,624
MO01218,RM0376,245,105,140
MO01218,RM0101,980,812,168
MO01218,RM0121,245,88,157
MO01218,RM0314,1225,603,622
MO01218,RM0219,980,760,220
MO01219,RM0343,2527,1169,1358
MO01219,RM0447,1444,946,498
MO01219,RM0473,1083,59,1024
MO01219,RM0141,2888,740,2148
MO01219,RM0484,2888,2191,697
MO01219,RM0375,2527,126,2401
MO01219,RM0396,1444,662,782
MO01219,RM0490,2888,402,2486
MO01220,RM0418,518,253,265
MO01220,RM0256,148,73,75
MO01220,RM0372,444,424,20
MO01220,RM0262,370,178,192
MO01220,RM0468,592,494,98
MO01220,RM0451,222,187,35
MO01220,RM0338,222,101,121
MO01221,RM0269,780,616,164
MO01221,RM0277,1092,920,172
MO01221,RM0376,156,115,41
MO01221,RM0101,624,399,225
MO01221,RM0121,156,37,119
MO01221,RM0314,780,534,246
MO01221,RM0219,624,463,161
MO01222,RM0247,1096,978,118
MO01222,RM0435,274,182,92
MO01222,RM0336,137,72,65
MO01222,RM0107,685,610,75
MO01222,RM0458,959,880,79
MO01222,RM0460,959,405,554
MO01222,RM0487,959,98,861
MO01222,RM0292,137,62,75
MO01223,RM0366,574,428,146
MO01223,RM0290,1722,986,736
MO01223,RM0490,287,158,129
MO01223,RM0312,2296,1302,994
MO01223,RM0235,1148,13,1135
MO01223,RM0234,287,16,271
MO01223,RM0454,1722,243,1479
MO01223,RM0476,2296,934,1362
MO01224,RM0393,345,13,332
MO01224,RM0492,1035,479,556
MO01224,RM0153,2760,111,2649
MO01224,RM0121,345,81,264
MO01224,RM0407,2415,472,1943
MO01224,RM0359,1380,145,1235
MO01224,RM0198,2760,817,1943
MO01225,RM0439,1875,1241,634
MO01225,RM0423,1125,1050,75
MO01225,RM0473,3000,744,2256
MO01225,RM0305,2250,939,1311
MO01225,RM0287,2625,717,1908
MO01225,RM0348,1125,733,392
MO01226,RM0294,54,14,40
MO01226,RM0159,54,0,54
MO01226,RM0384,162,126,36
MO01226,RM0497,432,324,108
MO01226,RM0434,216,189,27
MO01226,RM0223,162,48,114
MO01226,RM0289,162,140,22
MO01226,RM0443,108,65,43
MO01227,RM0184,546,289,257
MO01227,RM0384,1092,336,756
MO01227,RM0112,819,285,534
MO01227,RM0167,273,219,54
MO01227,RM0256,1911,1300,611
MO01228,RM0284,1224,698,526
MO01228,RM0266,459,109,350
MO01228,RM0275,1071,30,1041
MO01228,RM0486,1224,708,516
MO01228,RM0462,765,323,442
MO01228,RM0278,1224,1195,29
MO01229,RM0192,2584,738,1846
MO01229,RM0346,323,261,62
MO01229,RM0126,2261,1766,495
MO01229,RM0484,323,212,111
MO01229,RM0286,323,259,64
MO01229,RM0416,2584,19,2565
MO01229,RM0371,2261,1575,686
MO01229,RM0344,646,644,2
MO01230,RM0343,567,175,392
MO01230,RM0447,324,204,120
MO01230,RM0473,243,24,219
MO01230,RM0141,648,404,244
MO01230,RM0484,648,159,489
MO01230,RM0375,567,61,506
MO01230,RM0396,324,318,6
MO01230,RM0490,648,121,527
MO01231,RM0192,1272,1193,79
MO01231,RM0346,159,125,34
MO01231,RM0126,1113,275,838
MO01231,RM0484,159,105,54
MO01231,RM0286,159,92,67
MO01231,RM0416,1272,954,318
MO01231,RM0371,1113,691,422
MO01231,RM0344,318,7,311
MO01232,RM0393,80,37,43
MO01232,RM0492,240,106,134
MO01232,RM0153,640,447,193
MO01232,RM0121,80,15,65
MO01232,RM0407,560,168,392
MO01232,RM0359,320,267,53
MO01232,RM0198,640,352,288
MO01233,RM0343,2100,848,1252
MO01233,RM0447,1200,1070,130
MO01233,RM0473,900,721,179
MO01233,RM0141,2400,314,2086
MO01233,RM0484,2400,1620,780
MO01233,RM0375,2100,460,1640
MO01233,RM0396,1200,266,934
MO01233,RM0490,2400,1626,774
MO01234,RM0284,2400,1713,687
MO01234,RM0266,900,55,845
MO01234,RM0275,2100,995,1105
MO01234,RM0486,2400,365,2035
MO01234,RM0462,1500,336,1164
MO01234,RM0278,2400,1893,507
MO01235,RM0456,95,8,87
MO01235,RM0178,190,15,175
MO01235,RM0387,475,285,190
MO01235,RM0473,95,42,53
MO01236,RM0153,1648,904,744
MO01236,RM0192,1442,1178,264
MO01236,RM0390,1030,474,556
MO01236,RM0413,1648,106,1542
MO01236,RM0323,1648,93,1555
MO01236,RM0118,206,197,9
MO01236,RM0304,1030,366,664
MO01237,RM0378,1071,298,773
MO01237,RM0446,2499,138,2361
MO01237,RM0290,714,669,45
MO01237,RM0427,2142,912,1230
MO01237,RM0231,714,495,219
MO01238,RM0367,391,135,256
MO01238,RM0389,2737,50,2687
MO01238,RM0232,1955,1921,34
MO01238,RM0400,2737,238,2499
MO01238,RM0429,782,123,659
MO01238,RM0143,391,135,256
MO01239,RM0237,1998,143,1855
MO01239,RM0317,999,203,796
MO01239,RM0304,999,25,974
MO01239,RM0161,666,387,279
MO01239,RM0118,1665,263,1402
MO01239,RM0160,1332,605,727
MO01239,RM0427,1665,1452,213
MO01240,RM0279,561,22,539
MO01240,RM0237,748,278,470
MO01240,RM0427,935,922,13
MO01240,RM0393,748,91,657
MO01240,RM0397,374,13,361
MO01240,RM0428,187,28,159
MO01240,RM0417,1496,468,1028
MO01240,RM0307,1122,735,387
MO01241,RM0445,584,551,33
MO01241,RM0234,584,468,116
MO01241,RM0415,146,56,90
MO01241,RM0368,730,192,538
MO01241,RM0241,146,126,20
MO01241,RM0426,730,71,659
MO01241,RM0454,292,157,135
MO01241,RM0346,146,34,112
MO01242,RM0406,2040,482,1558
MO01242,RM0202,340,38,302
MO01242,RM0442,340,225,115
MO01242,RM0415,1700,902,798
MO01243,RM0363,1555,50,1505
MO01243,RM0341,311,207,104
MO01243,RM0205,933,829,104
MO01243,RM0356,622,530,92
MO01243,RM0238,933,610,323
MO01243,RM0325,622,345,277
MO01243,RM0445,1866,845,1021
MO01244,RM0140,1956,102,1854
MO01244,RM0460,978,327,651
MO01244,RM0108,2608,1555,1053
MO01244,RM0224,978,153,825
MO01245,RM0191,283,52,231
MO01245,RM0409,849,669,180
MO01245,RM0445,1132,347,785
MO01245,RM0127,2264,1059,1205
MO01246,RM0219,1210,842,368
MO01246,RM0351,484,214,270
MO01246,RM0461,242,228,14
MO01246,RM0347,242,142,100
MO01246,RM0399,242,122,120
MO01246,RM0161,1694,787,907
MO01246,RM0293,1210,675,535
MO01247,RM0381,182,175,7
MO01247,RM0277,52,46,6
MO01247,RM0112,208,145,63
MO01247,RM0352,52,6,46
MO01247,RM0191,156,92,64
MO01247,RM0255,26,20,6
MO01247,RM0325,104,10,94
MO01248,RM0294,144,49,95
MO01248,RM0159,144,5,139
MO01248,RM0384,432,261,171
MO01248,RM0497,1152,835,317
MO01248,RM0434,576,260,316
MO01248,RM0223,432,204,228
MO01248,RM0289,432,205,227
MO01248,RM0443,288,131,157
MO01249,RM0474,1505,1221,284
MO01249,RM0328,1720,1588,132
MO01249,RM0187,1505,1452,53
MO01249,RM0450,645,530,115
MO01249,RM0333,860,825,35
MO01249,RM0230,1075,977,98
MO01249,RM0199,1075,975,100
MO01249,RM0334,860,179,681
MO01250,RM0459,1112,309,803
MO01250,RM0133,834,733,101
MO01250,RM0124,695,499,196
MO01250,RM0482,278,100,178
MO01250,RM0138,834,263,571
MO01250,RM0101,695,313,382
MO01250,RM0382,834,458,376
MO01251,RM0179,720,201,519
MO01251,RM0191,1440,634,806
MO01251,RM0465,480,238,242
MO01251,RM0119,480,272,208
MO01252,RM0301,423,89,334
MO01252,RM0470,564,376,188
MO01252,RM0197,282,210,72
MO01252,RM0313,141,72,69
MO01252,RM0149,1128,1034,94
MO01252,RM0284,705,240,465
MO01252,RM0137,564,311,253
MO01252,RM0437,846,680,166
MO01253,RM0306,186,78,108
MO01253,RM0318,31,3,28
MO01253,RM0457,62,61,1
MO01253,RM0228,186,20,166
MO01253,RM0179,62,38,24
MO01253,RM0203,31,25,6
MO01253,RM0208,217,205,12
MO01254,RM0109,192,45,147
MO01254,RM0329,1536,364,1172
MO01254,RM0276,960,750,210
MO01254,RM0423,384,365,19
MO01254,RM0134,384,348,36
MO01254,RM0153,768,457,311
MO01254,RM0485,384,61,323
MO01254,RM0315,1152,266,886
MO01255,RM0279,600,273,327
MO01255,RM0237,800,150,650
MO01255,RM0427,1000,161,839
MO01255,RM0393,800,112,688
MO01255,RM0397,400,385,15
MO01255,RM0428,200,90,110
MO01255,RM0417,1600,82,1518
MO01255,RM0307,1200,944,256
MO01256,RM0370,720,143,577
MO01256,RM0102,600,382,218
MO01256,RM0318,360,345,15
MO01256,RM0310,120,21,99
MO01256,RM0494,120,7,113
MO01257,RM0179,1014,433,581
MO01257,RM0191,2028,1720,308
MO01257,RM0465,676,531,145
MO01257,RM0119,676,526,150
MO01258,RM0269,325,320,5
MO01258,RM0277,455,402,53
MO01258,RM0376,65,57,8
MO01258,RM0101,260,150,110
MO01258,RM0121,65,20,45
MO01258,RM0314,325,34,291
MO01258,RM0219,260,123,137
MO01259,RM0215,1030,810,220
MO01259,RM0202,1236,1035,201
MO01259,RM0139,1236,778,458
MO01259,RM0404,1030,683,347
MO01259,RM0331,206,177,29
MO01259,RM0157,1648,368,1280
MO01259,RM0152,412,150,262
MO01259,RM0147,618,286,332
MO01260,RM0237,480,29,451
MO01260,RM0317,240,43,197
MO01260,RM0304,240,182,58
MO01260,RM0161,160,124,36
MO01260,RM0118,400,400,0
MO01260,RM0160,320,54,266
MO01260,RM0427,400,161,239
MO01261,RM0456,84,44,40
MO01261,RM0178,168,37,131
MO01261,RM0387,420,334,86
MO01261,RM0473,84,30,54
MO01262,RM0433,614,293,321
MO01262,RM0110,614,126,488
MO01262,RM0251,2456,1558,898
MO01262,RM0479,2456,255,2201
MO01262,RM0273,614,57,557
MO01262,RM0235,2456,223,2233
MO01263,RM0459,2512,1148,1364
MO01263,RM0133,1884,1098,786
MO01263,RM0124,1570,956,614
MO01263,RM0482,628,252,376
MO01263,RM0138,1884,435,1449
MO01263,RM0101,1570,576,994
MO01263,RM0382,1884,576,1308
MO01264,RM0374,1458,119,1339
MO01264,RM0249,972,117,855
MO01264,RM0140,243,53,190
MO01264,RM0251,243,80,163
MO01264,RM0157,1215,164,1051
MO01264,RM0244,486,356,130
MO01264,RM0150,486,355,131
MO01264,RM0293,972,536,436
MO01265,RM0446,520,256,264
MO01265,RM0164,624,196,428
MO01265,RM0184,416,208,208
MO01265,RM0112,416,117,299
MO01265,RM0300,624,217,407
MO01266,RM0446,330,286,44
MO01266,RM0164,396,364,32
MO01266,RM0184,264,10,254
MO01266,RM0112,264,148,116
MO01266,RM0300,396,383,13
MO01267,RM0103,1360,1113,247
MO01267,RM0393,272,266,6
MO01267,RM0237,2176,1566,610
MO01267,RM0203,1360,793,567
MO01267,RM0102,272,57,215
MO01267,RM0177,1088,424,664
MO01268,RM0445,984,693,291
MO01268,RM0234,984,341,643
MO01268,RM0415,246,221,25
MO01268,RM0368,1230,1106,124
MO01268,RM0241,246,164,82
MO01268,RM0426,1230,599,631
MO01268,RM0454,492,452,40
MO01268,RM0346,246,225,21
MO01269,RM0374,678,238,440
MO01269,RM0249,452,173,279
MO01269,RM0140,113,102,11
MO01269,RM0251,113,92,21
MO01269,RM0157,565,207,358
MO01269,RM0244,226,74,152
MO01269,RM0150,226,53,173
MO01269,RM0293,452,300,152
MO01270,RM0215,1660,849,811
MO01270,RM0202,1992,1769,223
MO01270,RM0139,1992,849,1143
MO01270,RM0404,1660,962,698
MO01270,RM0331,332,196,136
MO01270,RM0157,2656,1204,1452
MO01270,RM0152,664,637,27
MO01270,RM0147,996,720,276
MO01271,RM0185,588,78,510
MO01271,RM0131,98,27,71
MO01271,RM0167,196,45,151
MO01271,RM0151,98,18,80
MO01272,RM0370,900,593,307
MO01272,RM0102,750,180,570
MO01272,RM0318,450,77,373
MO01272,RM0310,150,139,11
MO01272,RM0494,150,72,78
MO01273,RM0396,552,549,3
MO01273,RM0267,644,110,534
MO01273,RM0131,460,451,9
MO01273,RM0296,368,128,240
MO01273,RM0392,460,75,385
MO01274,RM0193,116,112,4
MO01274,RM0218,58,11,47
MO01274,RM0339,232,43,189
MO01274,RM0456,232,121,111
MO01274,RM0316,145,20,125
MO01274,RM0386,58,36,22
MO01275,RM0191,120,110,10
MO01275,RM0409,360,232,128
MO01275,RM0445,480,51,429
MO01275,RM0127,960,417,543
MO01276,RM0171,250,245,5
MO01276,RM0397,1000,642,358
MO01276,RM0363,1000,126,874
MO01276,RM0109,875,875,0
MO01276,RM0168,750,28,722
MO01276,RM0120,1000,960,40
MO01276,RM0456,625,621,4
MO01276,RM0125,125,87,38
MO01277,RM0149,395,256,139
MO01277,RM0291,158,32,126
MO01277,RM0184,474,376,98
MO01277,RM0462,553,62,491
MO01277,RM0459,79,48,31
MO01277,RM0251,553,315,238
MO01277,RM0329,632,33,599
MO01278,RM0219,480,272,208
MO01278,RM0351,192,101,91
MO01278,RM0461,96,15,81
MO01278,RM0347,96,26,70
MO01278,RM0399,96,61,35
MO01278,RM0161,672,309,363
MO01278,RM0293,480,293,187
MO01279,RM0145,1456,1306,150
MO01279,RM0156,910,257,653
MO01279,RM0446,728,241,487
MO01279,RM0224,546,514,32
MO01279,RM0434,910,675,235
MO01280,RM0490,410,365,45
MO01280,RM0180,410,39,371
MO01280,RM0119,328,305,23
MO01280,RM0136,656,336,320
MO01280,RM0416,492,2,490
MO01280,RM0134,246,186,60
MO01280,RM0432,246,49,197
MO01280,RM0303,492,399,93
MO01281,RM0109,357,61,296
MO01281,RM0329,2856,698,2158
MO01281,RM0276,1785,713,1072
MO01281,RM0423,714,339,375
MO01281,RM0134,714,668,46
MO01281,RM0153,1428,494,934
MO01281,RM0485,714,85,629
MO01281,RM0315,2142,717,1425
MO01282,RM0433,576,481,95
MO01282,RM0110,576,245,331
MO01282,RM0251,2304,570,1734
MO01282,RM0479,2304,1327,977
MO01282,RM0273,576,243,333
MO01282,RM0235,2304,2019,285
MO01283,RM0384,1725,945,780
MO01283,RM0443,2760,1304,1456
MO01283,RM0356,690,363,327
MO01283,RM0464,345,266,79
MO01283,RM0442,1725,785,940
MO01283,RM0187,1725,1198,527
MO01284,RM0126,1080,1047,33
MO01284,RM0302,1728,235,1493
MO01284,RM0107,432,350,82
MO01284,RM0345,1728,867,861
MO01284,RM0445,1512,1122,390
MO01285,RM0258,1414,417,997
MO01285,RM0151,1212,763,449
MO01285,RM0369,1212,1,1211
MO01285,RM0114,404,219,185
MO01285,RM0215,1616,1200,416
MO01285,RM0289,1414,1385,29
MO01286,RM0141,2024,1111,913
MO01286,RM0130,1518,304,1214
MO01286,RM0419,506,163,343
MO01286,RM0275,1771,864,907
MO01286,RM0302,1518,741,777
MO01287,RM0301,174,138,36
MO01287,RM0470,232,187,45
MO01287,RM0197,116,0,116
MO01287,RM0313,58,48,10
MO01287,RM0149,464,339,125
MO01287,RM0284,290,9,281
MO01287,RM0137,232,179,53
MO01287,RM0437,348,204,144
MO01288,RM0231,816,470,346
MO01288,RM0340,306,18,288
MO01288,RM0380,510,187,323
MO01288,RM0182,612,503,109
MO01288,RM0442,510,228,282
MO01288,RM0132,714,432,282
MO01289,RM0384,756,707,49
MO01289,RM0156,378,329,49
MO01289,RM0102,504,493,11
MO01289,RM0307,630,626,4
MO01289,RM0101,504,292,212
MO01289,RM0278,756,18,738
MO01289,RM0468,378,140,238
MO01290,RM0126,325,162,163
MO01290,RM0302,520,385,135
MO01290,RM0107,130,42,88
MO01290,RM0345,520,264,256
MO01290,RM0445,455,415,40
MO01291,RM0340,2555,2111,444
MO01291,RM0154,2555,706,1849
MO01291,RM0443,1460,1344,116
MO01291,RM0206,2555,1001,1554
MO01291,RM0200,2555,1613,942
MO01291,RM0175,1460,735,725
MO01291,RM0123,2555,1451,1104
MO01292,RM0340,2247,631,1616
MO01292,RM0154,2247,447,1800
MO01292,RM0443,1284,1261,23
MO01292,RM0206,2247,1267,980
MO01292,RM0200,2247,164,2083
MO01292,RM0175,1284,1191,93
MO01292,RM0123,2247,356,1891
MO01293,RM0374,624,534,90
MO01293,RM0444,468,6,462
MO01293,RM0117,312,162,150
MO01293,RM0458,312,281,31
MO01293,RM0210,312,112,200
MO01293,RM0153,780,87,693
MO01294,RM0372,1760,1696,64
MO01294,RM0127,1408,93,1315
MO01294,RM0346,2112,1807,305
MO01294,RM0444,2816,2338,478
MO01295,RM0410,565,246,319
MO01295,RM0470,678,594,84
MO01295,RM0457,226,73,153
MO01295,RM0319,452,107,345
MO01295,RM0110,791,217,574
MO01295,RM0246,452,398,54
MO01295,RM0426,339,300,39
MO01296,RM0445,248,82,166
MO01296,RM0234,248,138,110
MO01296,RM0415,62,23,39
MO01296,RM0368,310,254,56
MO01296,RM0241,62,1,61
MO01296,RM0426,310,66,244
MO01296,RM0454,124,34,90
MO01296,RM0346,62,61,1
MO01297,RM0439,935,808,127
MO01297,RM0423,561,286,275
MO01297,RM0473,1496,87,1409
MO01297,RM0305,1122,364,758
MO01297,RM0287,1309,333,976
MO01297,RM0348,561,333,228
MO01298,RM0456,42,5,37
MO01298,RM0178,84,22,62
MO01298,RM0387,210,81,129
MO01298,RM0473,42,16,26
MO01299,RM0384,410,177,233
MO01299,RM0443,656,273,383
MO01299,RM0356,164,149,15
MO01299,RM0464,82,25,57
MO01299,RM0442,410,31,379
MO01299,RM0187,410,238,172
MO01300,RM0306,402,115,287
MO01300,RM0318,67,15,52
MO01300,RM0457,134,63,71
MO01300,RM0228,402,0,402
MO01300,RM0179,134,123,11
MO01300,RM0203,67,55,12
MO01300,RM0208,469,212,257
MO01301,RM0343,1113,782,331
MO01301,RM0447,636,129,507
MO01301,RM0473,477,31,446
MO01301,RM0141,1272,876,396
MO01301,RM0484,1272,408,864
MO01301,RM0375,1113,1110,3
MO01301,RM0396,636,217,419
MO01301,RM0490,1272,677,595
MO01302,RM0370,1002,759,243
MO01302,RM0102,835,165,670
MO01302,RM0318,501,73,428
MO01302,RM0310,167,142,25
MO01302,RM0494,167,73,94
MO01303,RM0474,1659,1060,599
MO01303,RM0328,1896,1628,268
MO01303,RM0187,1659,1344,315
MO01303,RM0450,711,34,677
MO01303,RM0333,948,849,99
MO01303,RM0230,1185,165,1020
MO01303,RM0199,1185,741,444
MO01303,RM0334,948,477,471
MO01304,RM0384,1405,590,815
MO01304,RM0443,2248,57,2191
MO01304,RM0356,562,478,84
MO01304,RM0464,281,6,275
MO01304,RM0442,1405,1248,157
MO01304,RM0187,1405,72,1333
MO01305,RM0211,315,162,153
MO01305,RM0305,945,593,352
MO01305,RM0217,1575,1060,515
MO01305,RM0192,630,354,276
MO01305,RM0164,2520,1785,735
MO01305,RM0243,315,20,295
MO01305,RM0357,1260,698,562
MO01306,RM0456,398,335,63
MO01306,RM0178,796,295,501
MO01306,RM0387,1990,1981,9
MO01306,RM0473,398,304,94
MO01307,RM0451,726,260,466
MO01307,RM0412,1210,1078,132
MO01307,RM0120,1694,1684,10
MO01307,RM0204,242,183,59
MO01307,RM0145,1694,771,923
MO01308,RM0341,768,447,321
MO01308,RM0377,768,10,758
MO01308,RM0436,768,619,149
MO01308,RM0150,1152,727,425
MO01308,RM0128,1536,1026,510
MO01308,RM0251,1344,513,831
MO01308,RM0387,960,215,745
MO01309,RM0279,1080,148,932
MO01309,RM0236,810,618,192
MO01309,RM0464,270,170,100
MO01309,RM0233,1350,175,1175
MO01310,RM0290,776,169,607
MO01310,RM0193,1552,740,812
MO01310,RM0271,388,238,150
MO01310,RM0315,1358,35,1323
MO01311,RM0406,1902,1717,185
MO01311,RM0202,317,35,282
MO01311,RM0442,317,200,117
MO01311,RM0415,1585,1305,280
MO01312,RM0215,965,79,886
MO01312,RM0202,1158,669,489
MO01312,RM0139,1158,29,1129
MO01312,RM0404,965,408,557
MO01312,RM0331,193,58,135
MO01312,RM0157,1544,920,624
MO01312,RM0152,386,370,16
MO01312,RM0147,579,118,461
MO01313,RM0446,791,420,371
MO01313,RM0312,904,535,369
MO01313,RM0229,678,457,221
MO01313,RM0121,565,236,329
MO01313,RM0462,565,10,555
MO01313,RM0425,791,580,211
MO01313,RM0255,452,313,139
MO01314,RM0239,1524,803,721
MO01314,RM0237,254,210,44
MO01314,RM0303,762,740,22
MO01314,RM0468,508,365,143
MO01314,RM0191,762,464,298
MO01314,RM0463,2032,879,1153
MO01315,RM0456,362,247,115
MO01315,RM0178,724,413,311
MO01315,RM0387,1810,1250,560
MO01315,RM0473,362,143,219
MO01316,RM0370,1290,667,623
MO01316,RM0102,1075,1021,54
MO01316,RM0318,645,556,89
MO01316,RM0310,215,103,112
MO01316,RM0494,215,194,21
MO01317,RM0129,203,192,11
MO01317,RM0190,58,25,33
MO01317,RM0471,203,72,131
MO01317,RM0448,116,108,8
MO01317,RM0103,116,81,35
MO01317,RM0229,87,3,84
MO01317,RM0151,145,133,12
MO01318,RM0171,96,35,61
MO01318,RM0397,384,254,130
MO01318,RM0363,384,73,311
MO01318,RM0109,336,300,36
MO01318,RM0168,288,273,15
MO01318,RM0120,384,268,116
MO01318,RM0456,240,120,120
MO01318,RM0125,48,6,42
MO01319,RM0466,688,299,389
MO01319,RM0482,516,37,479
MO01319,RM0342,516,285,231
MO01319,RM0172,602,417,185
MO01319,RM0130,172,19,153
MO01320,RM0387,234,138,96
MO01320,RM0191,117,53,64
MO01320,RM0481,273,102,171
MO01320,RM0239,78,75,3
MO01320,RM0372,117,0,117
MO01320,RM0256,156,82,74
MO01320,RM0154,234,211,23
MO01320,RM0278,39,22,17
MO01321,RM0290,1284,1271,13
MO01321,RM0193,2568,140,2428
MO01321,RM0271,642,547,95
MO01321,RM0315,2247,298,1949
MO01322,RM0456,271,159,112
